query,query_time,rows_examined
SUM transactions for account_id=15453,0.0005068778991699219,8
SUM transactions for account_id=11678,0.0005068778991699219,7
SUM transactions for account_id=18577,0.001008749008178711,13
SUM transactions for account_id=2585,0.0006668567657470703,11
SUM transactions for account_id=6995,0.001500844955444336,15
SUM transactions for account_id=2740,0.001287221908569336,7
SUM transactions for account_id=4417,0.0004811286926269531,10
SUM transactions for account_id=5587,0.0005271434783935547,16
SUM transactions for account_id=13777,0.0010135173797607422,12
SUM transactions for account_id=12730,0.0008015632629394531,12
SUM transactions for account_id=14090,0.0,18
SUM transactions for account_id=5591,0.0014944076538085938,16
SUM transactions for account_id=3529,0.0009181499481201172,18
SUM transactions for account_id=5980,0.0004949569702148438,17
SUM transactions for account_id=1158,0.0010132789611816406,19
SUM transactions for account_id=14403,0.001085519790649414,16
SUM transactions for account_id=15037,0.0004956722259521484,9
SUM transactions for account_id=5172,0.0007674694061279297,19
SUM transactions for account_id=18518,0.0006844997406005859,19
SUM transactions for account_id=17764,0.0010139942169189453,18
SUM transactions for account_id=5620,0.000997781753540039,17
SUM transactions for account_id=14107,0.0010113716125488281,13
SUM transactions for account_id=15461,0.0015044212341308594,16
SUM transactions for account_id=9639,0.0008192062377929688,6
SUM transactions for account_id=1328,0.0010483264923095703,13
SUM transactions for account_id=17431,0.0010001659393310547,16
SUM transactions for account_id=1000,0.0,5
SUM transactions for account_id=5082,0.0009996891021728516,11
SUM transactions for account_id=8548,0.0010275840759277344,13
SUM transactions for account_id=17756,0.0018808841705322266,5
SUM transactions for account_id=2403,0.001008749008178711,14
SUM transactions for account_id=9577,0.0014963150024414062,14
SUM transactions for account_id=15816,0.0006997585296630859,8
SUM transactions for account_id=5529,0.0012989044189453125,14
SUM transactions for account_id=19159,0.001007080078125,17
SUM transactions for account_id=16933,0.0006937980651855469,9
SUM transactions for account_id=11196,0.001112222671508789,12
SUM transactions for account_id=7671,0.0011391639709472656,11
SUM transactions for account_id=17873,0.0005950927734375,17
SUM transactions for account_id=4888,0.000507354736328125,7
SUM transactions for account_id=11398,0.0,13
SUM transactions for account_id=4380,0.0005109310150146484,7
SUM transactions for account_id=13451,0.0010499954223632812,20
SUM transactions for account_id=6237,0.0012388229370117188,18
SUM transactions for account_id=7750,0.0,12
SUM transactions for account_id=8689,0.00047206878662109375,10
SUM transactions for account_id=5010,0.0015461444854736328,8
SUM transactions for account_id=6455,0.0004930496215820312,17
SUM transactions for account_id=15650,0.0009741783142089844,11
SUM transactions for account_id=16078,0.0005164146423339844,8
SUM transactions for account_id=16254,0.0,6
SUM transactions for account_id=18283,0.0008876323699951172,15
SUM transactions for account_id=10081,0.0,8
SUM transactions for account_id=2539,0.0,6
SUM transactions for account_id=18627,0.0018875598907470703,9
SUM transactions for account_id=11199,0.0005383491516113281,17
SUM transactions for account_id=16292,0.0005409717559814453,16
SUM transactions for account_id=6749,0.0006611347198486328,10
SUM transactions for account_id=7486,0.0010395050048828125,13
SUM transactions for account_id=17996,0.0009963512420654297,9
SUM transactions for account_id=15402,0.0005881786346435547,6
SUM transactions for account_id=19059,0.0015187263488769531,16
SUM transactions for account_id=14047,0.0010340213775634766,11
SUM transactions for account_id=3595,0.0005071163177490234,12
SUM transactions for account_id=510,0.0010428428649902344,6
SUM transactions for account_id=4360,0.0009016990661621094,19
SUM transactions for account_id=1371,0.0010263919830322266,6
SUM transactions for account_id=11015,0.0010089874267578125,5
SUM transactions for account_id=14617,0.0010442733764648438,17
SUM transactions for account_id=2033,0.0010085105895996094,19
SUM transactions for account_id=8034,0.0005068778991699219,20
SUM transactions for account_id=10138,0.0,18
SUM transactions for account_id=1399,0.00069427490234375,10
SUM transactions for account_id=2284,0.0,9
SUM transactions for account_id=6929,0.00054168701171875,12
SUM transactions for account_id=18520,0.0010082721710205078,13
SUM transactions for account_id=3371,0.0,8
SUM transactions for account_id=2238,0.0010068416595458984,7
SUM transactions for account_id=10463,0.0010030269622802734,9
SUM transactions for account_id=7343,0.0005087852478027344,13
SUM transactions for account_id=1260,0.001008749008178711,15
SUM transactions for account_id=18945,0.00099945068359375,16
SUM transactions for account_id=8142,0.0,16
SUM transactions for account_id=18020,0.0,14
SUM transactions for account_id=16918,0.0015063285827636719,7
SUM transactions for account_id=574,0.0,18
SUM transactions for account_id=4923,0.0014193058013916016,20
SUM transactions for account_id=12483,0.0010492801666259766,12
SUM transactions for account_id=10300,0.001005411148071289,5
SUM transactions for account_id=989,0.0009965896606445312,16
SUM transactions for account_id=18121,0.0009982585906982422,8
SUM transactions for account_id=10911,0.0009980201721191406,5
SUM transactions for account_id=15293,0.0015530586242675781,13
SUM transactions for account_id=12278,0.001043558120727539,12
SUM transactions for account_id=11831,0.0009663105010986328,8
SUM transactions for account_id=15252,0.0,14
SUM transactions for account_id=17631,0.0011992454528808594,19
SUM transactions for account_id=15316,0.0010514259338378906,5
SUM transactions for account_id=1265,0.0009965896606445312,6
SUM transactions for account_id=1821,0.0015099048614501953,6
SUM transactions for account_id=16485,0.0,17
SUM transactions for account_id=3606,0.0010352134704589844,5
SUM transactions for account_id=8656,0.000985860824584961,16
SUM transactions for account_id=9506,0.0012843608856201172,8
SUM transactions for account_id=13851,0.0012965202331542969,12
SUM transactions for account_id=18848,0.0017855167388916016,20
SUM transactions for account_id=831,0.0014801025390625,17
SUM transactions for account_id=8798,0.0013580322265625,20
SUM transactions for account_id=9873,0.0005474090576171875,5
SUM transactions for account_id=4598,0.0005083084106445312,11
SUM transactions for account_id=5966,0.0,15
SUM transactions for account_id=19220,0.0010428428649902344,19
SUM transactions for account_id=2567,0.0014758110046386719,10
SUM transactions for account_id=6984,0.0009982585906982422,5
SUM transactions for account_id=15141,0.0006003379821777344,7
SUM transactions for account_id=15831,0.0020694732666015625,11
SUM transactions for account_id=16191,0.0013227462768554688,14
SUM transactions for account_id=7319,0.0012121200561523438,17
SUM transactions for account_id=888,0.001161336898803711,15
SUM transactions for account_id=520,0.0010836124420166016,20
SUM transactions for account_id=402,0.001051187515258789,17
SUM transactions for account_id=12774,0.0008378028869628906,10
SUM transactions for account_id=10044,0.0010097026824951172,20
SUM transactions for account_id=5002,0.0007615089416503906,19
SUM transactions for account_id=15644,0.0007760524749755859,11
SUM transactions for account_id=803,0.0010499954223632812,9
SUM transactions for account_id=77,0.0015077590942382812,11
SUM transactions for account_id=14952,0.0016536712646484375,7
SUM transactions for account_id=2411,0.001262664794921875,17
SUM transactions for account_id=3225,0.0005466938018798828,5
SUM transactions for account_id=2603,0.0009734630584716797,16
SUM transactions for account_id=2378,0.0005183219909667969,15
SUM transactions for account_id=6789,0.0005505084991455078,14
SUM transactions for account_id=18413,0.0,15
SUM transactions for account_id=10669,0.0014128684997558594,16
SUM transactions for account_id=4244,0.0010075569152832031,18
SUM transactions for account_id=6841,0.0005524158477783203,11
SUM transactions for account_id=18916,0.0005066394805908203,12
SUM transactions for account_id=16386,0.0,20
SUM transactions for account_id=5342,0.0005347728729248047,7
SUM transactions for account_id=12500,0.0017316341400146484,13
SUM transactions for account_id=12473,0.0010478496551513672,19
SUM transactions for account_id=18263,0.0014719963073730469,7
SUM transactions for account_id=19555,0.0010542869567871094,14
SUM transactions for account_id=11214,0.0016093254089355469,5
SUM transactions for account_id=13977,0.0006163120269775391,6
SUM transactions for account_id=5759,0.001131296157836914,15
SUM transactions for account_id=15467,0.001008749008178711,10
SUM transactions for account_id=6622,0.0009586811065673828,19
SUM transactions for account_id=7580,0.0017066001892089844,13
SUM transactions for account_id=15201,0.001009225845336914,13
SUM transactions for account_id=6547,0.0016214847564697266,9
SUM transactions for account_id=15072,0.0010352134704589844,6
SUM transactions for account_id=169,0.001009225845336914,17
SUM transactions for account_id=10412,0.0,16
SUM transactions for account_id=10873,0.0012493133544921875,8
SUM transactions for account_id=11073,0.0011410713195800781,12
SUM transactions for account_id=6460,0.0,8
SUM transactions for account_id=11737,0.0005505084991455078,6
SUM transactions for account_id=5683,0.0,19
SUM transactions for account_id=1155,0.0,15
SUM transactions for account_id=3257,0.0,10
SUM transactions for account_id=5932,0.0014805793762207031,14
SUM transactions for account_id=7973,0.0009968280792236328,13
SUM transactions for account_id=11192,0.0005061626434326172,7
SUM transactions for account_id=5365,0.0010099411010742188,18
SUM transactions for account_id=18759,0.0005104541778564453,18
SUM transactions for account_id=12670,0.0008957386016845703,15
SUM transactions for account_id=1531,0.0,11
SUM transactions for account_id=2498,0.0007305145263671875,7
SUM transactions for account_id=6936,0.0010988712310791016,20
SUM transactions for account_id=12026,0.0005192756652832031,6
SUM transactions for account_id=7637,0.00090789794921875,11
SUM transactions for account_id=15059,0.0,20
SUM transactions for account_id=10810,0.0007493495941162109,20
SUM transactions for account_id=5862,0.0009427070617675781,19
SUM transactions for account_id=11983,0.0007612705230712891,5
SUM transactions for account_id=12692,0.0013887882232666016,17
SUM transactions for account_id=10898,0.0005114078521728516,20
SUM transactions for account_id=7553,0.0005478858947753906,12
SUM transactions for account_id=8270,0.0010094642639160156,12
SUM transactions for account_id=2381,0.0009186267852783203,14
SUM transactions for account_id=8019,0.0006592273712158203,6
SUM transactions for account_id=2185,0.0,8
SUM transactions for account_id=12933,0.0007598400115966797,13
SUM transactions for account_id=3425,0.0009419918060302734,17
SUM transactions for account_id=2944,0.0,19
SUM transactions for account_id=15159,0.0005385875701904297,17
SUM transactions for account_id=17894,0.0006256103515625,7
SUM transactions for account_id=16743,0.0009138584136962891,17
SUM transactions for account_id=18543,0.0010123252868652344,10
SUM transactions for account_id=5526,0.0008404254913330078,18
SUM transactions for account_id=3595,0.0005476474761962891,12
SUM transactions for account_id=1380,0.0010247230529785156,13
SUM transactions for account_id=3840,0.0009839534759521484,11
SUM transactions for account_id=2816,0.0008339881896972656,17
SUM transactions for account_id=4811,0.0004229545593261719,8
SUM transactions for account_id=9063,0.0007364749908447266,15
SUM transactions for account_id=9128,0.0005044937133789062,11
SUM transactions for account_id=15241,0.0005078315734863281,11
SUM transactions for account_id=14462,0.0008437633514404297,18
SUM transactions for account_id=2676,0.0012729167938232422,19
SUM transactions for account_id=1852,0.0,20
SUM transactions for account_id=1614,0.000507354736328125,15
SUM transactions for account_id=326,0.0005342960357666016,7
SUM transactions for account_id=1758,0.0014619827270507812,12
SUM transactions for account_id=10330,0.0010409355163574219,13
SUM transactions for account_id=356,0.0009663105010986328,18
SUM transactions for account_id=13957,0.0005502700805664062,10
SUM transactions for account_id=13095,0.0010449886322021484,16
SUM transactions for account_id=9338,0.0007474422454833984,8
SUM transactions for account_id=17144,0.0008878707885742188,16
SUM transactions for account_id=12477,0.001352548599243164,18
SUM transactions for account_id=13886,0.0005550384521484375,10
SUM transactions for account_id=558,0.0,9
SUM transactions for account_id=9775,0.000606536865234375,13
SUM transactions for account_id=18051,0.0010073184967041016,20
SUM transactions for account_id=16412,0.0010724067687988281,15
SUM transactions for account_id=7570,0.0007212162017822266,11
SUM transactions for account_id=10990,0.0011374950408935547,10
SUM transactions for account_id=12207,0.0007886886596679688,12
SUM transactions for account_id=8644,0.0005068778991699219,11
SUM transactions for account_id=2207,0.00154876708984375,20
SUM transactions for account_id=5249,0.0011069774627685547,16
SUM transactions for account_id=696,0.0015790462493896484,16
SUM transactions for account_id=10257,0.0005095005035400391,10
SUM transactions for account_id=15897,0.0005428791046142578,9
SUM transactions for account_id=1021,0.0009884834289550781,19
SUM transactions for account_id=16583,0.0007545948028564453,7
SUM transactions for account_id=18469,0.0,9
SUM transactions for account_id=12128,0.0006756782531738281,10
SUM transactions for account_id=2021,0.001477956771850586,5
SUM transactions for account_id=2053,0.0005049705505371094,15
SUM transactions for account_id=3628,0.0005383491516113281,15
SUM transactions for account_id=8711,0.0007405281066894531,5
SUM transactions for account_id=16956,0.0010552406311035156,18
SUM transactions for account_id=9178,0.0,5
SUM transactions for account_id=19549,0.0005459785461425781,16
SUM transactions for account_id=14576,0.0010170936584472656,19
SUM transactions for account_id=9369,0.0007410049438476562,11
SUM transactions for account_id=16406,0.0007727146148681641,18
SUM transactions for account_id=19034,0.0009877681732177734,11
SUM transactions for account_id=9625,0.0005135536193847656,20
SUM transactions for account_id=6659,0.0,14
SUM transactions for account_id=15024,0.0010068416595458984,5
SUM transactions for account_id=16913,0.0008685588836669922,14
SUM transactions for account_id=8926,0.0007138252258300781,8
SUM transactions for account_id=5830,0.001476287841796875,14
SUM transactions for account_id=12409,0.0013203620910644531,10
SUM transactions for account_id=18472,0.0013377666473388672,16
SUM transactions for account_id=17359,0.0,5
SUM transactions for account_id=4664,0.0010347366333007812,14
SUM transactions for account_id=2118,0.0010073184967041016,6
SUM transactions for account_id=2292,0.0010306835174560547,6
SUM transactions for account_id=8344,0.000537872314453125,6
SUM transactions for account_id=825,0.001035928726196289,8
SUM transactions for account_id=6438,0.0013346672058105469,13
SUM transactions for account_id=18978,0.0,10
SUM transactions for account_id=1625,0.0015425682067871094,19
SUM transactions for account_id=11167,0.0012722015380859375,6
SUM transactions for account_id=11865,0.001009225845336914,18
SUM transactions for account_id=6078,0.0005402565002441406,18
SUM transactions for account_id=12595,0.0010454654693603516,14
SUM transactions for account_id=9806,0.0,19
SUM transactions for account_id=19840,0.0009617805480957031,15
SUM transactions for account_id=19024,0.0,17
SUM transactions for account_id=10108,0.0009975433349609375,11
SUM transactions for account_id=17749,0.0,7
SUM transactions for account_id=2276,0.0010955333709716797,18
SUM transactions for account_id=9454,0.0009174346923828125,11
SUM transactions for account_id=3431,0.0010085105895996094,5
SUM transactions for account_id=7429,0.0010523796081542969,8
SUM transactions for account_id=783,0.0,15
SUM transactions for account_id=11095,0.0,9
SUM transactions for account_id=18860,0.0007219314575195312,14
SUM transactions for account_id=18989,0.0013120174407958984,11
SUM transactions for account_id=16789,0.001069784164428711,12
SUM transactions for account_id=3911,0.0006551742553710938,18
SUM transactions for account_id=6819,0.0005102157592773438,12
SUM transactions for account_id=3303,0.0010137557983398438,5
SUM transactions for account_id=2483,0.0010006427764892578,10
SUM transactions for account_id=14074,0.0007264614105224609,9
SUM transactions for account_id=897,0.0010142326354980469,11
SUM transactions for account_id=5899,0.0009996891021728516,14
SUM transactions for account_id=8625,0.0010004043579101562,10
SUM transactions for account_id=1705,0.0005125999450683594,9
SUM transactions for account_id=2665,0.0008606910705566406,12
SUM transactions for account_id=5053,0.0010480880737304688,17
SUM transactions for account_id=10836,0.0,9
SUM transactions for account_id=6431,0.0,14
SUM transactions for account_id=12348,0.0,6
SUM transactions for account_id=7885,0.0010237693786621094,13
SUM transactions for account_id=9085,0.0010480880737304688,11
SUM transactions for account_id=356,0.0009987354278564453,18
SUM transactions for account_id=8361,0.0,7
SUM transactions for account_id=11137,0.0007200241088867188,6
SUM transactions for account_id=2858,0.0009715557098388672,8
SUM transactions for account_id=11988,0.0008342266082763672,18
SUM transactions for account_id=16859,0.0010526180267333984,8
SUM transactions for account_id=17728,0.0010013580322265625,18
SUM transactions for account_id=11981,0.0009996891021728516,16
SUM transactions for account_id=3905,0.0009970664978027344,17
SUM transactions for account_id=18506,0.0015099048614501953,8
SUM transactions for account_id=15961,0.0010514259338378906,10
SUM transactions for account_id=995,0.0005538463592529297,16
SUM transactions for account_id=18398,0.0010516643524169922,5
SUM transactions for account_id=164,0.0009989738464355469,10
SUM transactions for account_id=18136,0.0,16
SUM transactions for account_id=14060,0.0010094642639160156,13
SUM transactions for account_id=7134,0.001043558120727539,17
SUM transactions for account_id=6566,0.001009225845336914,12
SUM transactions for account_id=6302,0.0009937286376953125,18
SUM transactions for account_id=10249,0.0009975433349609375,15
SUM transactions for account_id=5496,0.0009884834289550781,20
SUM transactions for account_id=19446,0.0007812976837158203,7
SUM transactions for account_id=9195,0.0,10
SUM transactions for account_id=4487,0.0,9
SUM transactions for account_id=18039,0.0,9
SUM transactions for account_id=9588,0.0007915496826171875,13
SUM transactions for account_id=14559,0.0007965564727783203,8
SUM transactions for account_id=1008,0.0005075931549072266,20
SUM transactions for account_id=17949,0.0,15
SUM transactions for account_id=6632,0.0,17
SUM transactions for account_id=14333,0.0006229877471923828,14
SUM transactions for account_id=12515,0.0006406307220458984,8
SUM transactions for account_id=15441,0.0,16
SUM transactions for account_id=1347,0.0010082721710205078,8
SUM transactions for account_id=6655,0.0010077953338623047,7
SUM transactions for account_id=5335,0.0006830692291259766,9
SUM transactions for account_id=12803,0.0012221336364746094,17
SUM transactions for account_id=18383,0.0,11
SUM transactions for account_id=13801,0.0009169578552246094,14
SUM transactions for account_id=18072,0.0005486011505126953,18
SUM transactions for account_id=4422,0.0,20
SUM transactions for account_id=7614,0.0005071163177490234,5
SUM transactions for account_id=12570,0.0008950233459472656,18
SUM transactions for account_id=13133,0.0011031627655029297,16
SUM transactions for account_id=10116,0.0010421276092529297,13
SUM transactions for account_id=9926,0.0005826950073242188,12
SUM transactions for account_id=10365,0.0014069080352783203,17
SUM transactions for account_id=4847,0.0010058879852294922,7
SUM transactions for account_id=3409,0.0013093948364257812,15
SUM transactions for account_id=4342,0.0007812976837158203,5
SUM transactions for account_id=17640,0.0006885528564453125,9
SUM transactions for account_id=14938,0.0007436275482177734,13
SUM transactions for account_id=15674,0.0,13
SUM transactions for account_id=1333,0.0,12
SUM transactions for account_id=19783,0.0021975040435791016,20
SUM transactions for account_id=10529,0.001035928726196289,9
SUM transactions for account_id=15299,0.0009286403656005859,8
SUM transactions for account_id=15476,0.0005402565002441406,7
SUM transactions for account_id=9601,0.0006031990051269531,7
SUM transactions for account_id=50,0.0012843608856201172,7
SUM transactions for account_id=18362,0.0005383491516113281,6
SUM transactions for account_id=8719,0.0005092620849609375,11
SUM transactions for account_id=1934,0.0005702972412109375,10
SUM transactions for account_id=1572,0.0010101795196533203,13
SUM transactions for account_id=6438,0.0010423660278320312,13
SUM transactions for account_id=8135,0.0010004043579101562,5
SUM transactions for account_id=1925,0.001312255859375,9
SUM transactions for account_id=16561,0.0013475418090820312,20
SUM transactions for account_id=3325,0.000782012939453125,14
SUM transactions for account_id=11241,0.0,20
SUM transactions for account_id=19731,0.0005443096160888672,12
SUM transactions for account_id=13619,0.0008699893951416016,18
SUM transactions for account_id=19839,0.0007526874542236328,10
SUM transactions for account_id=10311,0.0008344650268554688,5
SUM transactions for account_id=6882,0.001041412353515625,12
SUM transactions for account_id=4678,0.0,15
SUM transactions for account_id=109,0.0005125999450683594,6
SUM transactions for account_id=14013,0.0,17
SUM transactions for account_id=5082,0.0015192031860351562,11
SUM transactions for account_id=3184,0.0011589527130126953,17
SUM transactions for account_id=7728,0.0017766952514648438,19
SUM transactions for account_id=10140,0.001355886459350586,9
SUM transactions for account_id=6685,0.0005068778991699219,8
SUM transactions for account_id=6221,0.0023920536041259766,7
SUM transactions for account_id=5602,0.0010082721710205078,15
SUM transactions for account_id=3278,0.0007836818695068359,20
SUM transactions for account_id=5607,0.0007321834564208984,8
SUM transactions for account_id=15055,0.0005435943603515625,19
SUM transactions for account_id=13569,0.0010063648223876953,17
SUM transactions for account_id=3755,0.0,6
SUM transactions for account_id=7543,0.0015180110931396484,10
SUM transactions for account_id=8778,0.0006842613220214844,6
SUM transactions for account_id=4204,0.0010483264923095703,7
SUM transactions for account_id=2930,0.00051116943359375,16
SUM transactions for account_id=6720,0.0009362697601318359,7
SUM transactions for account_id=13253,0.0010874271392822266,13
SUM transactions for account_id=10770,0.0007691383361816406,19
SUM transactions for account_id=10172,0.0,6
SUM transactions for account_id=3468,0.0005509853363037109,11
SUM transactions for account_id=3949,0.0005557537078857422,16
SUM transactions for account_id=2638,0.001007080078125,14
SUM transactions for account_id=8296,0.0005271434783935547,8
SUM transactions for account_id=12470,0.0007805824279785156,10
SUM transactions for account_id=1207,0.001035928726196289,18
SUM transactions for account_id=16406,0.0008428096771240234,18
SUM transactions for account_id=1362,0.0005519390106201172,19
SUM transactions for account_id=2285,0.0014905929565429688,6
SUM transactions for account_id=18585,0.0010135173797607422,20
SUM transactions for account_id=9158,0.001094818115234375,18
SUM transactions for account_id=7984,0.0010135173797607422,9
SUM transactions for account_id=18190,0.0008423328399658203,18
SUM transactions for account_id=11923,0.0005507469177246094,16
SUM transactions for account_id=8295,0.0010135173797607422,19
SUM transactions for account_id=13157,0.0010106563568115234,7
SUM transactions for account_id=18567,0.0006468296051025391,16
SUM transactions for account_id=1928,0.0011894702911376953,14
SUM transactions for account_id=11049,0.0011861324310302734,6
SUM transactions for account_id=4228,0.0010516643524169922,5
SUM transactions for account_id=4268,0.0009953975677490234,8
SUM transactions for account_id=4167,0.0016334056854248047,8
SUM transactions for account_id=2193,0.0015370845794677734,13
SUM transactions for account_id=6036,0.0007076263427734375,15
SUM transactions for account_id=4395,0.0005474090576171875,7
SUM transactions for account_id=7188,0.0,5
SUM transactions for account_id=4634,0.0006997585296630859,10
SUM transactions for account_id=9201,0.0015461444854736328,17
SUM transactions for account_id=10529,0.0005495548248291016,9
SUM transactions for account_id=15234,0.0005218982696533203,15
SUM transactions for account_id=11265,0.0005383491516113281,8
SUM transactions for account_id=11375,0.0014460086822509766,9
SUM transactions for account_id=19486,0.0005056858062744141,11
SUM transactions for account_id=8891,0.0,15
SUM transactions for account_id=7358,0.0006325244903564453,17
SUM transactions for account_id=6626,0.0005450248718261719,20
SUM transactions for account_id=12582,0.0013630390167236328,16
SUM transactions for account_id=11296,0.0011026859283447266,6
SUM transactions for account_id=2568,0.0,11
SUM transactions for account_id=17958,0.0009770393371582031,15
SUM transactions for account_id=2552,0.0005373954772949219,5
SUM transactions for account_id=9412,0.0005402565002441406,7
SUM transactions for account_id=17301,0.0005049705505371094,5
SUM transactions for account_id=18861,0.001008749008178711,5
SUM transactions for account_id=6347,0.0005052089691162109,12
SUM transactions for account_id=11095,0.0010790824890136719,9
SUM transactions for account_id=18014,0.0010080337524414062,5
SUM transactions for account_id=2769,0.0009999275207519531,8
SUM transactions for account_id=19588,0.000507354736328125,10
SUM transactions for account_id=7775,0.0005838871002197266,6
SUM transactions for account_id=15172,0.0,9
SUM transactions for account_id=12910,0.0006170272827148438,14
SUM transactions for account_id=13520,0.0010504722595214844,10
SUM transactions for account_id=4813,0.0005478858947753906,12
SUM transactions for account_id=13375,0.0009417533874511719,14
SUM transactions for account_id=679,0.0009064674377441406,12
SUM transactions for account_id=17783,0.0005445480346679688,10
SUM transactions for account_id=18118,0.0016028881072998047,10
SUM transactions for account_id=7,0.0005223751068115234,12
SUM transactions for account_id=1597,0.0013623237609863281,19
SUM transactions for account_id=13951,0.0010075569152832031,14
SUM transactions for account_id=9255,0.0,9
SUM transactions for account_id=4592,0.0005600452423095703,10
SUM transactions for account_id=9336,0.00036978721618652344,19
SUM transactions for account_id=18427,0.0012254714965820312,15
SUM transactions for account_id=8785,0.00075531005859375,11
SUM transactions for account_id=716,0.0010073184967041016,18
SUM transactions for account_id=11448,0.0013964176177978516,6
SUM transactions for account_id=5034,0.0009284019470214844,6
SUM transactions for account_id=11173,0.0010058879852294922,14
SUM transactions for account_id=11542,0.0009603500366210938,14
SUM transactions for account_id=15691,0.0,19
SUM transactions for account_id=13516,0.0007669925689697266,13
SUM transactions for account_id=15872,0.0,5
SUM transactions for account_id=19565,0.000997304916381836,5
SUM transactions for account_id=15265,0.0007028579711914062,16
SUM transactions for account_id=12083,0.0005347728729248047,9
SUM transactions for account_id=1053,0.0005342960357666016,5
SUM transactions for account_id=1189,0.0010790824890136719,6
SUM transactions for account_id=16382,0.0005333423614501953,12
SUM transactions for account_id=4984,0.0010101795196533203,10
SUM transactions for account_id=17501,0.0006392002105712891,5
SUM transactions for account_id=3561,0.001129150390625,5
SUM transactions for account_id=17673,0.0005066394805908203,5
SUM transactions for account_id=144,0.0010442733764648438,18
SUM transactions for account_id=14184,0.0005209445953369141,13
SUM transactions for account_id=18329,0.0010061264038085938,6
SUM transactions for account_id=7998,0.0005447864532470703,14
SUM transactions for account_id=13370,0.0008592605590820312,18
SUM transactions for account_id=912,0.0016491413116455078,9
SUM transactions for account_id=7050,0.0,20
SUM transactions for account_id=9945,0.001177072525024414,13
SUM transactions for account_id=4352,0.0,18
SUM transactions for account_id=8407,0.0,9
SUM transactions for account_id=11105,0.001180887222290039,16
SUM transactions for account_id=8694,0.0,6
SUM transactions for account_id=6512,0.0009491443634033203,16
SUM transactions for account_id=13427,0.0011298656463623047,6
SUM transactions for account_id=4575,0.0007147789001464844,6
SUM transactions for account_id=12626,0.0007610321044921875,9
SUM transactions for account_id=8655,0.0007290840148925781,14
SUM transactions for account_id=247,0.0010075569152832031,6
SUM transactions for account_id=6059,0.0012221336364746094,17
SUM transactions for account_id=5175,0.0009200572967529297,11
SUM transactions for account_id=14101,0.0008838176727294922,16
SUM transactions for account_id=13802,0.0009734630584716797,16
SUM transactions for account_id=5318,0.0,12
SUM transactions for account_id=3718,0.0006175041198730469,19
SUM transactions for account_id=6204,0.0008826255798339844,7
SUM transactions for account_id=9122,0.0010073184967041016,6
SUM transactions for account_id=14814,0.0014996528625488281,18
SUM transactions for account_id=13730,0.0010831356048583984,11
SUM transactions for account_id=7047,0.0005841255187988281,8
SUM transactions for account_id=1492,0.0010390281677246094,14
SUM transactions for account_id=8905,0.0009667873382568359,17
SUM transactions for account_id=2019,0.0005059242248535156,10
SUM transactions for account_id=13238,0.0008759498596191406,15
SUM transactions for account_id=10412,0.0005393028259277344,16
SUM transactions for account_id=14529,0.0010061264038085938,17
SUM transactions for account_id=19095,0.00046706199645996094,14
SUM transactions for account_id=8665,0.0010366439819335938,11
SUM transactions for account_id=18832,0.0009989738464355469,19
SUM transactions for account_id=10886,0.0005366802215576172,13
SUM transactions for account_id=5888,0.0005354881286621094,6
SUM transactions for account_id=11321,0.0007693767547607422,8
SUM transactions for account_id=11385,0.0010106563568115234,17
SUM transactions for account_id=14663,0.0010404586791992188,20
SUM transactions for account_id=9986,0.0013165473937988281,19
SUM transactions for account_id=9096,0.0003638267517089844,16
SUM transactions for account_id=16724,0.0010399818420410156,16
SUM transactions for account_id=18274,0.00055694580078125,17
SUM transactions for account_id=18352,0.0005745887756347656,11
SUM transactions for account_id=34,0.001184701919555664,18
SUM transactions for account_id=954,0.0010385513305664062,13
SUM transactions for account_id=9177,0.000507354736328125,14
SUM transactions for account_id=6637,0.0010051727294921875,10
SUM transactions for account_id=8405,0.0010838508605957031,7
SUM transactions for account_id=19677,0.0005061626434326172,19
SUM transactions for account_id=19749,0.000560760498046875,12
SUM transactions for account_id=18454,0.0005753040313720703,9
SUM transactions for account_id=13924,0.0005540847778320312,10
SUM transactions for account_id=17224,0.000576019287109375,15
SUM transactions for account_id=4114,0.0008220672607421875,17
SUM transactions for account_id=18683,0.0007741451263427734,17
SUM transactions for account_id=3468,0.0010700225830078125,11
SUM transactions for account_id=3158,0.001529693603515625,16
SUM transactions for account_id=17953,0.000652313232421875,18
SUM transactions for account_id=18818,0.0010085105895996094,7
SUM transactions for account_id=2981,0.0010554790496826172,8
SUM transactions for account_id=3911,0.0013649463653564453,18
SUM transactions for account_id=1038,0.000476837158203125,9
SUM transactions for account_id=16375,0.0010066032409667969,15
SUM transactions for account_id=10312,0.0010592937469482422,14
SUM transactions for account_id=13830,0.0014088153839111328,18
SUM transactions for account_id=3967,0.0,8
SUM transactions for account_id=499,0.0013458728790283203,6
SUM transactions for account_id=9818,0.0006282329559326172,12
SUM transactions for account_id=3324,0.0005457401275634766,16
SUM transactions for account_id=3350,0.0005068778991699219,7
SUM transactions for account_id=5172,0.001027822494506836,19
SUM transactions for account_id=14564,0.0010082721710205078,20
SUM transactions for account_id=11239,0.0005664825439453125,7
SUM transactions for account_id=5002,0.0007920265197753906,19
SUM transactions for account_id=5896,0.0,9
SUM transactions for account_id=19770,0.0015301704406738281,14
SUM transactions for account_id=2521,0.0005118846893310547,15
SUM transactions for account_id=1154,0.00051116943359375,6
