query,query_time,rows_examined,joins,has_sum,has_group_by,has_where,tables_count,query_length,cpu_usage,memory_usage,is_slow
SUM transactions for user_id=3946,0.0316095878247191,41,2,1,1,1,3,33,0.0,190.93359375,0
SUM transactions for user_id=3946,0.0262813013904218,41,2,1,1,1,3,33,0.0,190.93359375,0
SUM transactions for user_id=3946,0.0309185489655953,41,2,1,1,1,3,33,0.0,190.93359375,0
SUM transactions for user_id=7187,0.0259516265262923,6,2,1,1,1,3,33,0.0,190.93359375,0
SUM transactions for user_id=7187,0.0357829698634046,6,2,1,1,1,3,33,0.0,190.93359375,0
SUM transactions for user_id=7187,0.0309716301371827,6,2,1,1,1,3,33,0.0,190.9375,0
SUM transactions for user_id=5056,0.0217267894036343,19,2,1,1,1,3,33,0.0,190.9375,0
SUM transactions for user_id=5056,0.0190361829161041,19,2,1,1,1,3,33,0.0,190.9375,0
SUM transactions for user_id=5056,0.0234161642500911,19,2,1,1,1,3,33,0.0,190.9375,0
SUM transactions for user_id=2119,0.0311839058861288,33,2,1,1,1,3,33,0.0,190.9375,0
SUM transactions for user_id=2119,0.0290348316757388,33,2,1,1,1,3,33,0.0,190.9375,0
SUM transactions for user_id=2119,0.0256411416796663,33,2,1,1,1,3,33,0.0,190.9375,0
SUM transactions for user_id=6039,0.027121826701165,39,2,1,1,1,3,33,0.0,190.9375,0
SUM transactions for user_id=6039,0.0263252578156624,39,2,1,1,1,3,33,0.0,190.9375,0
SUM transactions for user_id=6039,0.0281368310475358,39,2,1,1,1,3,33,0.0,190.9375,0
SUM transactions for user_id=9742,0.0247893915603835,27,2,1,1,1,3,33,0.0,190.94140625,0
SUM transactions for user_id=9742,0.0285794954205768,27,2,1,1,1,3,33,0.0,190.94140625,0
SUM transactions for user_id=9742,0.0265006609865792,27,2,1,1,1,3,33,0.0,190.94140625,0
SUM transactions for user_id=609,0.0290558388761417,30,2,1,1,1,3,32,0.0,190.94140625,0
SUM transactions for user_id=609,0.0239834259935598,30,2,1,1,1,3,32,0.0,190.94140625,0
SUM transactions for user_id=609,0.0241774376931501,30,2,1,1,1,3,32,0.0,190.94140625,0
SUM transactions for user_id=9425,0.0292110666192948,15,2,1,1,1,3,33,0.0,190.94140625,0
SUM transactions for user_id=9425,0.0278444182744702,15,2,1,1,1,3,33,0.0,190.94140625,0
SUM transactions for user_id=9425,0.028804648935658,15,2,1,1,1,3,33,0.0,190.94140625,0
SUM transactions for user_id=1765,0.0284101283361216,38,2,1,1,1,3,33,0.0,190.94140625,0
SUM transactions for user_id=1765,0.0267578355931938,38,2,1,1,1,3,33,0.0,190.9453125,0
SUM transactions for user_id=1765,0.0244630363088918,38,2,1,1,1,3,33,0.0,190.9453125,0
SUM transactions for user_id=3576,0.0241478484946915,27,2,1,1,1,3,33,0.0,190.9453125,0
SUM transactions for user_id=3576,0.0226039587006852,27,2,1,1,1,3,33,0.0,190.9453125,0
SUM transactions for user_id=3576,0.0274540737733729,27,2,1,1,1,3,33,0.0,190.9453125,0
SUM transactions for user_id=4590,0.0225699951910188,32,2,1,1,1,3,33,0.0,190.9453125,0
SUM transactions for user_id=4590,0.0201147988700012,32,2,1,1,1,3,33,0.0,190.9453125,0
SUM transactions for user_id=4590,0.0254193152701844,32,2,1,1,1,3,33,0.0,190.9453125,0
SUM transactions (simulated missing index),0.093497886569363,250188,1,1,1,0,2,42,0.0,190.9453125,1
SUM transactions (simulated missing index),0.097040716994751,250188,1,1,1,0,2,42,0.0,190.9453125,1
SUM transactions (simulated missing index),0.07464687176645,250188,1,1,1,0,2,42,0.0,190.94921875,1
SUM transactions (simulated missing index),0.0930914207055467,250188,1,1,1,0,2,42,0.0,190.94921875,1
SUM transactions (simulated missing index),0.1172600425386041,250188,1,1,1,0,2,42,0.0,190.94921875,1
SUM transactions (simulated missing index),0.0990710305583348,250188,1,1,1,0,2,42,0.0,190.94921875,1
SUM transactions for user_id=7718,0.0240202800278094,22,2,1,1,1,3,33,0.0,190.94921875,0
SUM transactions for user_id=7718,0.0223068872446239,22,2,1,1,1,3,33,0.0,190.94921875,0
SUM transactions for user_id=7718,0.0240498084969297,22,2,1,1,1,3,33,0.0,190.94921875,0
SUM transactions for user_id=3273,0.0233973840128921,39,2,1,1,1,3,33,0.0,190.94921875,0
SUM transactions for user_id=3273,0.0246910217683703,39,2,1,1,1,3,33,0.0,190.94921875,0
SUM transactions for user_id=3273,0.0232104035798158,39,2,1,1,1,3,33,0.0,190.94921875,0
SUM transactions for user_id=4877,0.0246546695249563,49,2,1,1,1,3,33,0.0,190.953125,0
SUM transactions for user_id=4877,0.0248796326258555,49,2,1,1,1,3,33,0.0,190.953125,0
SUM transactions for user_id=4877,0.0257707376105536,49,2,1,1,1,3,33,0.0,190.953125,0
SUM transactions for user_id=5009,0.0204428601856021,26,2,1,1,1,3,33,0.0,190.95703125,0
SUM transactions for user_id=5009,0.019182092982271,26,2,1,1,1,3,33,0.0,190.95703125,0
SUM transactions for user_id=5009,0.0272231674626989,26,2,1,1,1,3,33,0.0,190.95703125,0
SUM transactions for user_id=2502,0.0352458818827777,19,2,1,1,1,3,33,0.0,190.95703125,0
SUM transactions for user_id=2502,0.0270425920169801,19,2,1,1,1,3,33,0.0,190.95703125,0
SUM transactions for user_id=2502,0.0343538351814008,19,2,1,1,1,3,33,0.0,190.95703125,0
SUM transactions (simulated missing index),0.1278224705081696,250188,1,1,1,0,2,42,0.0,190.95703125,1
SUM transactions (simulated missing index),0.1224157531330585,250188,1,1,1,0,2,42,0.0,190.9609375,1
SUM transactions (simulated missing index),0.114317257040769,250188,1,1,1,0,2,42,0.0,190.9609375,1
SUM transactions (simulated missing index),0.084888839465988,250188,1,1,1,0,2,42,0.0,190.9609375,1
SUM transactions (simulated missing index),0.0903401749662321,250188,1,1,1,0,2,42,0.0,190.9609375,1
SUM transactions (simulated missing index),0.0927478936625558,250188,1,1,1,0,2,42,0.0,190.9609375,1
SUM transactions (simulated missing index),0.1106548184921666,250188,1,1,1,0,2,42,0.0,190.9609375,1
SUM transactions (simulated missing index),0.0904425403045618,250188,1,1,1,0,2,42,0.0,190.9609375,1
SUM transactions (simulated missing index),0.1089185645940561,250188,1,1,1,0,2,42,0.0,190.9609375,1
SUM transactions (simulated missing index),0.0865405741518136,250188,1,1,1,0,2,42,0.0,190.9609375,1
SUM transactions (simulated missing index),0.0797160984270718,250188,1,1,1,0,2,42,0.0,190.9609375,1
SUM transactions (simulated missing index),0.0841633330409346,250188,1,1,1,0,2,42,0.0,190.96484375,1
SUM transactions for user_id=5844,0.0265296174251917,18,2,1,1,1,3,33,0.0,190.96484375,0
SUM transactions for user_id=5844,0.0283569600319847,18,2,1,1,1,3,33,0.0,190.96484375,0
SUM transactions for user_id=5844,0.0194554719260638,18,2,1,1,1,3,33,0.0,190.96484375,0
SUM transactions for user_id=2060,0.0269679176743002,22,2,1,1,1,3,33,0.0,190.96484375,0
SUM transactions for user_id=2060,0.0269490446213729,22,2,1,1,1,3,33,0.0,190.96484375,0
SUM transactions for user_id=2060,0.0259369142635019,22,2,1,1,1,3,33,0.0,190.96484375,0
SUM transactions (simulated missing index),0.0922617050887429,250188,1,1,1,0,2,42,0.0,190.96484375,1
SUM transactions (simulated missing index),0.0772085547515465,250188,1,1,1,0,2,42,0.0,190.96484375,1
SUM transactions (simulated missing index),0.1003819625037849,250188,1,1,1,0,2,42,0.0,190.96484375,1
SUM transactions for user_id=9978,0.0269903962444327,23,2,1,1,1,3,33,0.0,190.96875,0
SUM transactions for user_id=9978,0.0303935259886073,23,2,1,1,1,3,33,0.0,190.96875,0
SUM transactions for user_id=9978,0.0388875605004573,23,2,1,1,1,3,33,0.0,190.96875,0
SUM transactions for user_id=3435,0.0191014078857972,18,2,1,1,1,3,33,0.0,190.96875,0
SUM transactions for user_id=3435,0.0279149876018268,18,2,1,1,1,3,33,0.0,190.96875,0
SUM transactions for user_id=3435,0.0226512235310863,18,2,1,1,1,3,33,0.0,190.96875,0
SUM transactions for user_id=3636,0.0248653076753301,12,2,1,1,1,3,33,0.0,190.96875,0
SUM transactions for user_id=3636,0.020386032868546,12,2,1,1,1,3,33,0.0,190.96875,0
SUM transactions for user_id=3636,0.0262203872078874,12,2,1,1,1,3,33,0.0,190.96875,0
SUM transactions for user_id=1289,0.025231802723214,15,2,1,1,1,3,33,0.0,190.96875,0
SUM transactions for user_id=1289,0.025968167504105,15,2,1,1,1,3,33,0.0,190.97265625,0
SUM transactions for user_id=1289,0.0210097835721786,15,2,1,1,1,3,33,0.0,190.97265625,0
SUM transactions for user_id=6459,0.0296998656246833,46,2,1,1,1,3,33,0.0,190.97265625,0
SUM transactions for user_id=6459,0.0357507641977852,46,2,1,1,1,3,33,0.0,190.97265625,0
SUM transactions for user_id=6459,0.0380753424515775,46,2,1,1,1,3,33,0.0,190.97265625,0
SUM transactions for user_id=98,0.0258832730327597,29,2,1,1,1,3,31,0.0,190.97265625,0
SUM transactions for user_id=98,0.0268910295426447,29,2,1,1,1,3,31,0.0,190.97265625,0
SUM transactions for user_id=98,0.0299357452155984,29,2,1,1,1,3,31,0.0,190.97265625,0
SUM transactions for user_id=1369,0.0248925372543415,23,2,1,1,1,3,33,0.0,190.97265625,0
SUM transactions for user_id=1369,0.0276000607670665,23,2,1,1,1,3,33,0.0,190.97265625,0
SUM transactions for user_id=1369,0.0236778332999152,23,2,1,1,1,3,33,0.0,190.9765625,0
SUM transactions for user_id=46,0.0258343058410352,6,2,1,1,1,3,31,0.0,190.9765625,0
SUM transactions for user_id=46,0.0259043188129718,6,2,1,1,1,3,31,0.0,190.9765625,0
SUM transactions for user_id=46,0.0224291948903904,6,2,1,1,1,3,31,0.0,190.9765625,0
SUM transactions for user_id=1043,0.0304570515557176,23,2,1,1,1,3,33,0.0,190.9765625,0
SUM transactions for user_id=1043,0.0303205625019418,23,2,1,1,1,3,33,0.0,190.9765625,0
SUM transactions for user_id=1043,0.0293830379702148,23,2,1,1,1,3,33,0.0,190.9765625,0
SUM transactions (simulated missing index),0.082426163670564,250188,1,1,1,0,2,42,0.0,190.9765625,1
SUM transactions (simulated missing index),0.1045729851262923,250188,1,1,1,0,2,42,0.0,190.9765625,1
SUM transactions (simulated missing index),0.0739218036799232,250188,1,1,1,0,2,42,0.0,190.9765625,1
SUM transactions for user_id=6050,0.025536503708504,30,2,1,1,1,3,33,0.0,190.98046875,0
SUM transactions for user_id=6050,0.0298940067141161,30,2,1,1,1,3,33,0.0,190.98046875,0
SUM transactions for user_id=6050,0.0217774456973268,30,2,1,1,1,3,33,0.0,190.98046875,0
SUM transactions for user_id=7667,0.0245439923120386,28,2,1,1,1,3,33,0.0,190.98046875,0
SUM transactions for user_id=7667,0.0276747485245041,28,2,1,1,1,3,33,0.0,190.98046875,0
SUM transactions for user_id=7667,0.0227441399571445,28,2,1,1,1,3,33,0.0,190.98046875,0
SUM transactions for user_id=9370,0.0226813949840373,48,2,1,1,1,3,33,0.0,190.984375,0
SUM transactions for user_id=9370,0.031230955089942,48,2,1,1,1,3,33,0.0,190.984375,0
SUM transactions for user_id=9370,0.0290506554439554,48,2,1,1,1,3,33,0.0,190.984375,0
SUM transactions for user_id=3678,0.0239860337806838,18,2,1,1,1,3,33,0.0,190.984375,0
SUM transactions for user_id=3678,0.0209882207402188,18,2,1,1,1,3,33,0.0,190.98828125,0
SUM transactions for user_id=3678,0.0204179704899864,18,2,1,1,1,3,33,0.0,190.98828125,0
SUM transactions for user_id=2014,0.0341331982771967,11,2,1,1,1,3,33,0.0,190.98828125,0
SUM transactions for user_id=2014,0.0324097612504639,11,2,1,1,1,3,33,0.0,190.98828125,0
SUM transactions for user_id=2014,0.0388380603519776,11,2,1,1,1,3,33,0.0,190.98828125,0
SUM transactions for user_id=3410,0.0575933249650746,47,2,1,1,1,3,33,0.0,190.98828125,1
SUM transactions for user_id=3410,0.0625719578882107,47,2,1,1,1,3,33,0.0,190.98828125,1
SUM transactions for user_id=3410,0.0568466137936901,47,2,1,1,1,3,33,0.0,190.98828125,1
SUM transactions for user_id=5579,0.0212418787742901,17,2,1,1,1,3,33,0.0,190.98828125,0
SUM transactions for user_id=5579,0.0243988764740686,17,2,1,1,1,3,33,0.0,190.98828125,0
SUM transactions for user_id=5579,0.0210824654274039,17,2,1,1,1,3,33,0.0,190.9921875,0
SUM transactions for user_id=7280,0.0370418828267405,18,2,1,1,1,3,33,0.0,190.9921875,0
SUM transactions for user_id=7280,0.0297597127792652,18,2,1,1,1,3,33,0.0,190.9921875,0
SUM transactions for user_id=7280,0.0281791781665892,18,2,1,1,1,3,33,0.0,190.9921875,0
SUM transactions for user_id=6727,0.0202629275415684,37,2,1,1,1,3,33,0.0,190.9921875,0
SUM transactions for user_id=6727,0.02051655820038,37,2,1,1,1,3,33,0.0,190.9921875,0
SUM transactions for user_id=6727,0.0264102935574093,37,2,1,1,1,3,33,0.0,190.9921875,0
SUM transactions for user_id=5099,0.0257852818993044,30,2,1,1,1,3,33,0.0,190.9921875,0
SUM transactions for user_id=5099,0.0271833695077321,30,2,1,1,1,3,33,0.0,190.9921875,0
SUM transactions for user_id=5099,0.0280666400295986,30,2,1,1,1,3,33,0.0,190.9921875,0
SUM transactions for user_id=5347,0.0291508151749521,29,2,1,1,1,3,33,0.0,190.99609375,0
SUM transactions for user_id=5347,0.0253893553993088,29,2,1,1,1,3,33,0.0,190.99609375,0
SUM transactions for user_id=5347,0.0225507797965132,29,2,1,1,1,3,33,0.0,190.99609375,0
SUM transactions for user_id=7120,0.0309139358488556,56,2,1,1,1,3,33,0.0,190.99609375,0
SUM transactions for user_id=7120,0.0283571779463698,56,2,1,1,1,3,33,0.0,190.99609375,0
SUM transactions for user_id=7120,0.024604133708286,56,2,1,1,1,3,33,0.0,190.99609375,0
SUM transactions for user_id=5711,0.0232674997899618,19,2,1,1,1,3,33,0.0,190.99609375,0
SUM transactions for user_id=5711,0.0235043878460931,19,2,1,1,1,3,33,0.0,190.99609375,0
SUM transactions for user_id=5711,0.0251329427646653,19,2,1,1,1,3,33,0.0,190.99609375,0
SUM transactions (simulated missing index),0.1064876957637523,250188,1,1,1,0,2,42,0.0,190.99609375,1
SUM transactions (simulated missing index),0.0781734522496322,250188,1,1,1,0,2,42,0.0,191.0,1
SUM transactions (simulated missing index),0.091640219195594,250188,1,1,1,0,2,42,0.0,191.0,1
SUM transactions for user_id=5411,0.0337624771584584,22,2,1,1,1,3,33,0.0,191.0,0
SUM transactions for user_id=5411,0.0377326820327559,22,2,1,1,1,3,33,0.0,191.0,0
SUM transactions for user_id=5411,0.0438390349002106,22,2,1,1,1,3,33,0.0,191.00390625,1
SUM transactions for user_id=6932,0.0236101732017993,41,2,1,1,1,3,33,0.0,191.00390625,0
SUM transactions for user_id=6932,0.0233574219522781,41,2,1,1,1,3,33,0.0,191.00390625,0
SUM transactions for user_id=6932,0.0201615993386943,41,2,1,1,1,3,33,0.0,191.00390625,0
SUM transactions for user_id=7041,0.0436107869547679,37,2,1,1,1,3,33,0.0,191.00390625,1
SUM transactions for user_id=7041,0.0496213935936401,37,2,1,1,1,3,33,0.0,191.00390625,1
SUM transactions for user_id=7041,0.0424982683390776,37,2,1,1,1,3,33,0.0,191.0078125,1
SUM transactions (simulated missing index),0.0949297258890468,250188,1,1,1,0,2,42,100.0,191.0078125,1
SUM transactions (simulated missing index),0.0937628408047637,250188,1,1,1,0,2,42,0.0,191.0078125,1
SUM transactions (simulated missing index),0.0939183514213431,250188,1,1,1,0,2,42,0.0,191.0078125,1
SUM transactions for user_id=3570,0.0226913228713601,40,2,1,1,1,3,33,0.0,191.0078125,0
SUM transactions for user_id=3570,0.0240483606801029,40,2,1,1,1,3,33,0.0,191.0078125,0
SUM transactions for user_id=3570,0.0195153462872091,40,2,1,1,1,3,33,0.0,191.0078125,0
SUM transactions (simulated missing index),0.0768637893210549,250188,1,1,1,0,2,42,0.0,191.0078125,1
SUM transactions (simulated missing index),0.1084557995016825,250188,1,1,1,0,2,42,0.0,191.0078125,1
SUM transactions (simulated missing index),0.0955732725722884,250188,1,1,1,0,2,42,0.0,191.0078125,1
SUM transactions (simulated missing index),0.0863299261180557,250188,1,1,1,0,2,42,0.0,191.01171875,1
SUM transactions (simulated missing index),0.0796325671540918,250188,1,1,1,0,2,42,0.0,191.01171875,1
SUM transactions (simulated missing index),0.0821304203104474,250188,1,1,1,0,2,42,0.0,191.01171875,1
SUM transactions for user_id=3008,0.0466396812393862,16,2,1,1,1,3,33,0.0,191.01171875,1
SUM transactions for user_id=3008,0.0480789226028824,16,2,1,1,1,3,33,0.0,191.01171875,1
SUM transactions for user_id=3008,0.0451938159409539,16,2,1,1,1,3,33,0.0,191.01171875,1
SUM transactions for user_id=1713,0.0291619620376327,13,2,1,1,1,3,33,0.0,191.01171875,0
SUM transactions for user_id=1713,0.0295643631352853,13,2,1,1,1,3,33,0.0,191.01171875,0
SUM transactions for user_id=1713,0.0205064390228244,13,2,1,1,1,3,33,0.0,191.01171875,0
SUM transactions for user_id=9446,0.0230111415042388,31,2,1,1,1,3,33,0.0,191.01171875,0
SUM transactions for user_id=9446,0.0209653971916024,31,2,1,1,1,3,33,0.0,191.015625,0
SUM transactions for user_id=9446,0.0229527259544527,31,2,1,1,1,3,33,0.0,191.015625,0
SUM transactions for user_id=6327,0.0232573065876245,20,2,1,1,1,3,33,0.0,191.01953125,0
SUM transactions for user_id=6327,0.02506396999041,20,2,1,1,1,3,33,0.0,191.01953125,0
SUM transactions for user_id=6327,0.0244373869255722,20,2,1,1,1,3,33,0.0,191.01953125,0
SUM transactions for user_id=8953,0.0298456565230651,12,2,1,1,1,3,33,0.0,191.01953125,0
SUM transactions for user_id=8953,0.0231659065502675,12,2,1,1,1,3,33,0.0,191.01953125,0
SUM transactions for user_id=8953,0.0251272953926334,12,2,1,1,1,3,33,0.0,191.01953125,0
SUM transactions for user_id=6048,0.0217259926540225,13,2,1,1,1,3,33,0.0,191.01953125,0
SUM transactions for user_id=6048,0.0284380979428907,13,2,1,1,1,3,33,0.0,191.01953125,0
SUM transactions for user_id=6048,0.0296638342945868,13,2,1,1,1,3,33,0.0,191.0234375,0
SUM transactions (simulated missing index),0.1029650895058141,250188,1,1,1,0,2,42,0.0,191.0234375,1
SUM transactions (simulated missing index),0.0969220091467876,250188,1,1,1,0,2,42,0.0,191.0234375,1
SUM transactions (simulated missing index),0.0972132644745825,250188,1,1,1,0,2,42,0.0,191.0234375,1
SUM transactions for user_id=4243,0.0234642625246324,14,2,1,1,1,3,33,0.0,191.0234375,0
SUM transactions for user_id=4243,0.0257967923892405,14,2,1,1,1,3,33,0.0,191.0234375,0
SUM transactions for user_id=4243,0.0243362451748818,14,2,1,1,1,3,33,0.0,191.0234375,0
SUM transactions (simulated missing index),0.0817014369862522,250188,1,1,1,0,2,42,0.0,191.0234375,1
SUM transactions (simulated missing index),0.1020781701219725,250188,1,1,1,0,2,42,0.0,191.0234375,1
SUM transactions (simulated missing index),0.1123701001549184,250188,1,1,1,0,2,42,0.0,191.0234375,1
SUM transactions (simulated missing index),0.11059274685476,250188,1,1,1,0,2,42,0.0,191.02734375,1
SUM transactions (simulated missing index),0.108520172604401,250188,1,1,1,0,2,42,0.0,191.02734375,1
SUM transactions (simulated missing index),0.0918686507972869,250188,1,1,1,0,2,42,0.0,191.02734375,1
SUM transactions (simulated missing index),0.1212100860144241,250188,1,1,1,0,2,42,0.0,191.02734375,1
SUM transactions (simulated missing index),0.0953634635202462,250188,1,1,1,0,2,42,0.0,191.02734375,1
SUM transactions (simulated missing index),0.1008193193983088,250188,1,1,1,0,2,42,0.0,191.02734375,1
SUM transactions (simulated missing index),0.0929457493162492,250188,1,1,1,0,2,42,0.0,191.02734375,1
SUM transactions (simulated missing index),0.0804348240552619,250188,1,1,1,0,2,42,0.0,191.02734375,1
SUM transactions (simulated missing index),0.0989752269327927,250188,1,1,1,0,2,42,0.0,191.02734375,1
SUM transactions for user_id=8652,0.025043862789334,35,2,1,1,1,3,33,0.0,191.02734375,0
SUM transactions for user_id=8652,0.0285928539177665,35,2,1,1,1,3,33,0.0,191.03125,0
SUM transactions for user_id=8652,0.0206221842897752,35,2,1,1,1,3,33,0.0,191.03125,0
SUM transactions for user_id=8372,0.0279031791283833,38,2,1,1,1,3,33,0.0,191.03125,0
SUM transactions for user_id=8372,0.0246514315333614,38,2,1,1,1,3,33,0.0,191.03125,0
SUM transactions for user_id=8372,0.020205150773123,38,2,1,1,1,3,33,0.0,191.03125,0
SUM transactions for user_id=3074,0.0280946154843306,44,2,1,1,1,3,33,0.0,191.03125,0
SUM transactions for user_id=3074,0.0265441884983563,44,2,1,1,1,3,33,0.0,191.03515625,0
SUM transactions for user_id=3074,0.0249140980685633,44,2,1,1,1,3,33,0.0,191.03515625,0
SUM transactions for user_id=4111,0.0249842034476016,8,2,1,1,1,3,33,0.0,191.03515625,0
SUM transactions for user_id=4111,0.0228523952618963,8,2,1,1,1,3,33,0.0,191.03515625,0
SUM transactions for user_id=4111,0.0202477247025346,8,2,1,1,1,3,33,0.0,191.0390625,0
SUM transactions for user_id=8081,0.0270697912009624,43,2,1,1,1,3,33,0.0,191.0390625,0
SUM transactions for user_id=8081,0.0197369086803539,43,2,1,1,1,3,33,0.0,191.0390625,0
SUM transactions for user_id=8081,0.0241960272203715,43,2,1,1,1,3,33,0.0,191.0390625,0
SUM transactions (simulated missing index),0.0813091114019731,250188,1,1,1,0,2,42,0.0,191.0390625,1
SUM transactions (simulated missing index),0.0985756855098332,250188,1,1,1,0,2,42,0.0,191.0390625,1
SUM transactions (simulated missing index),0.0832937633142673,250188,1,1,1,0,2,42,0.0,191.0390625,1
SUM transactions for user_id=5580,0.0236997982069514,32,2,1,1,1,3,33,0.0,191.0390625,0
SUM transactions for user_id=5580,0.0246347441423462,32,2,1,1,1,3,33,0.0,191.0390625,0
SUM transactions for user_id=5580,0.0257670126664995,32,2,1,1,1,3,33,0.0,191.0390625,0
SUM transactions (simulated missing index),0.074195438811188,250188,1,1,1,0,2,42,0.0,191.04296875,1
SUM transactions (simulated missing index),0.0831360282496069,250188,1,1,1,0,2,42,0.0,191.04296875,1
SUM transactions (simulated missing index),0.1027849393900469,250188,1,1,1,0,2,42,0.0,191.04296875,1
SUM transactions for user_id=4513,0.02982798205304,20,2,1,1,1,3,33,0.0,191.04296875,0
SUM transactions for user_id=4513,0.0252469533869441,20,2,1,1,1,3,33,0.0,191.04296875,0
SUM transactions for user_id=4513,0.0291558572949978,20,2,1,1,1,3,33,0.0,191.04296875,0
SUM transactions for user_id=1960,0.0284783672709618,8,2,1,1,1,3,33,0.0,191.04296875,0
SUM transactions for user_id=1960,0.0268785232081697,8,2,1,1,1,3,33,0.0,191.04296875,0
SUM transactions for user_id=1960,0.0222559347626197,8,2,1,1,1,3,33,0.0,191.04296875,0
SUM transactions for user_id=2777,0.0285619142552224,23,2,1,1,1,3,33,0.0,191.04296875,0
SUM transactions for user_id=2777,0.0301860128883867,23,2,1,1,1,3,33,0.0,191.046875,0
SUM transactions for user_id=2777,0.0312458765514247,23,2,1,1,1,3,33,0.0,191.046875,0
SUM transactions for user_id=3018,0.0291300085836549,13,2,1,1,1,3,33,0.0,191.046875,0
SUM transactions for user_id=3018,0.0254335882604694,13,2,1,1,1,3,33,0.0,191.046875,0
SUM transactions for user_id=3018,0.0286604803824656,13,2,1,1,1,3,33,0.0,191.046875,0
SUM transactions for user_id=7048,0.0285074775666041,37,2,1,1,1,3,33,0.0,191.05078125,0
SUM transactions for user_id=7048,0.0283760506945686,37,2,1,1,1,3,33,0.0,191.05078125,0
SUM transactions for user_id=7048,0.0280082436399991,37,2,1,1,1,3,33,0.0,191.05078125,0
SUM transactions for user_id=2769,0.0267705381964612,45,2,1,1,1,3,33,0.0,191.05078125,0
SUM transactions for user_id=2769,0.0217630582671715,45,2,1,1,1,3,33,0.0,191.05078125,0
SUM transactions for user_id=2769,0.0257806452659045,45,2,1,1,1,3,33,0.0,191.0546875,0
SUM transactions for user_id=4681,0.0319779346057815,37,2,1,1,1,3,33,0.0,191.0546875,0
SUM transactions for user_id=4681,0.0323388945131351,37,2,1,1,1,3,33,0.0,191.0546875,0
SUM transactions for user_id=4681,0.0275098597607826,37,2,1,1,1,3,33,0.0,191.0546875,0
SUM transactions (simulated missing index),0.0963465385104406,250188,1,1,1,0,2,42,0.0,191.0546875,1
SUM transactions (simulated missing index),0.1011787421098731,250188,1,1,1,0,2,42,0.0,191.0546875,1
SUM transactions (simulated missing index),0.1126046082136861,250188,1,1,1,0,2,42,0.0,191.0546875,1
SUM transactions for user_id=6457,0.0255026937243891,27,2,1,1,1,3,33,0.0,191.0546875,0
SUM transactions for user_id=6457,0.0278117059793779,27,2,1,1,1,3,33,0.0,191.0546875,0
SUM transactions for user_id=6457,0.0234818523121145,27,2,1,1,1,3,33,0.0,191.0546875,0
SUM transactions for user_id=832,0.0245109165049238,22,2,1,1,1,3,32,0.0,191.05859375,0
SUM transactions for user_id=832,0.028347600636643,22,2,1,1,1,3,32,0.0,191.05859375,0
SUM transactions for user_id=832,0.0210867758290513,22,2,1,1,1,3,32,0.0,191.05859375,0
SUM transactions for user_id=3354,0.0245696651335071,31,2,1,1,1,3,33,0.0,191.05859375,0
SUM transactions for user_id=3354,0.0235358136949543,31,2,1,1,1,3,33,0.0,191.05859375,0
SUM transactions for user_id=3354,0.0299401255679008,31,2,1,1,1,3,33,0.0,191.05859375,0
SUM transactions (simulated missing index),0.0777957174059917,250188,1,1,1,0,2,42,0.0,191.05859375,1
SUM transactions (simulated missing index),0.1121678644591792,250188,1,1,1,0,2,42,0.0,191.05859375,1
SUM transactions (simulated missing index),0.0906375055501511,250188,1,1,1,0,2,42,0.0,191.05859375,1
SUM transactions for user_id=3132,0.0208546914756584,21,2,1,1,1,3,33,0.0,191.05859375,0
SUM transactions for user_id=3132,0.0290736603130715,21,2,1,1,1,3,33,0.0,191.0625,0
SUM transactions for user_id=3132,0.0211255556864808,21,2,1,1,1,3,33,0.0,191.0625,0
SUM transactions (simulated missing index),0.1009789023636659,250188,1,1,1,0,2,42,0.0,191.0625,1
SUM transactions (simulated missing index),0.0839484904799315,250188,1,1,1,0,2,42,0.0,191.0625,1
SUM transactions (simulated missing index),0.0851260335709499,250188,1,1,1,0,2,42,0.0,191.0625,1
SUM transactions for user_id=83,0.0228164284620087,16,2,1,1,1,3,31,0.0,191.0625,0
SUM transactions for user_id=83,0.0281391026006056,16,2,1,1,1,3,31,0.0,191.0625,0
SUM transactions for user_id=83,0.0276100055564132,16,2,1,1,1,3,31,0.0,191.0625,0
SUM transactions for user_id=1381,0.0230626318335859,13,2,1,1,1,3,33,0.0,191.0625,0
SUM transactions for user_id=1381,0.028442185446176,13,2,1,1,1,3,33,0.0,191.0625,0
SUM transactions for user_id=1381,0.0241207368062081,13,2,1,1,1,3,33,0.0,191.0703125,0
SUM transactions for user_id=8189,0.0272061456893909,28,2,1,1,1,3,33,0.0,191.0703125,0
SUM transactions for user_id=8189,0.0256130983559167,28,2,1,1,1,3,33,0.0,191.0703125,0
SUM transactions for user_id=8189,0.0263274912235039,28,2,1,1,1,3,33,0.0,191.0703125,0
SUM transactions for user_id=8338,0.0278569942229718,44,2,1,1,1,3,33,0.0,191.0703125,0
SUM transactions for user_id=8338,0.0267440928919791,44,2,1,1,1,3,33,0.0,191.0703125,0
SUM transactions for user_id=8338,0.0321115928599178,44,2,1,1,1,3,33,0.0,191.0703125,0
SUM transactions for user_id=9515,0.0251935696262351,21,2,1,1,1,3,33,0.0,191.0703125,0
SUM transactions for user_id=9515,0.0235689035195343,21,2,1,1,1,3,33,0.0,191.0703125,0
SUM transactions for user_id=9515,0.0243796817282736,21,2,1,1,1,3,33,0.0,191.0703125,0
