query,query_time,rows_examined,joins,has_sum,has_group_by,has_where,tables_count,query_length,cpu_usage,memory_usage
SUM transactions for user_id=2538,0.03560799598719036,5,2,1,1,1,3,38,0.0,191.33203125
SUM transactions for user_id=2538,0.03665857743610397,5,2,1,1,1,3,38,0.0,191.33203125
SUM transactions for user_id=2538,0.03414652594465338,5,2,1,1,1,3,38,0.0,191.33203125
SUM transactions (simulated missing index),0.0742379594241116,250188,1,1,1,0,2,42,0.0,191.3359375
SUM transactions (simulated missing index),0.10328144351427379,250188,1,1,1,0,2,42,0.0,191.3359375
SUM transactions (simulated missing index),0.07755255391816188,250188,1,1,1,0,2,42,0.0,191.3359375
SUM transactions (simulated missing index),0.10439569487828775,250188,1,1,1,0,2,42,0.0,191.3359375
SUM transactions (simulated missing index),0.1012593163285229,250188,1,1,1,0,2,42,0.0,191.3359375
SUM transactions (simulated missing index),0.12352210182199871,250188,1,1,1,0,2,42,0.0,191.3359375
SUM transactions (simulated missing index),0.08720656253786953,250188,1,1,1,0,2,42,0.0,191.3359375
SUM transactions (simulated missing index),0.10466785879006141,250188,1,1,1,0,2,42,0.0,191.3359375
SUM transactions (simulated missing index),0.08616572986023105,250188,1,1,1,0,2,42,0.0,191.3359375
SUM transactions for user_id=8131,0.026269126127316574,19,2,1,1,1,3,38,0.0,191.3359375
SUM transactions for user_id=8131,0.023412114492360515,19,2,1,1,1,3,38,0.0,191.33984375
SUM transactions for user_id=8131,0.02704755563946862,19,2,1,1,1,3,38,0.0,191.33984375
SUM transactions for user_id=4263,0.03237845716386654,12,2,1,1,1,3,38,0.0,191.33984375
SUM transactions for user_id=4263,0.031240946952903553,12,2,1,1,1,3,38,0.0,191.33984375
SUM transactions for user_id=4263,0.02755224937474554,12,2,1,1,1,3,38,0.0,191.33984375
SUM transactions for user_id=1041,0.025526035764912244,5,2,1,1,1,3,38,0.0,191.33984375
SUM transactions for user_id=1041,0.026298259472327296,5,2,1,1,1,3,38,0.0,191.33984375
SUM transactions for user_id=1041,0.024938302853645396,5,2,1,1,1,3,38,0.0,191.33984375
SUM transactions for user_id=7021,0.04051114346544816,37,2,1,1,1,3,38,0.0,191.34375
SUM transactions for user_id=7021,0.04905996120522802,37,2,1,1,1,3,38,0.0,191.34375
SUM transactions for user_id=7021,0.03850289344991778,37,2,1,1,1,3,38,0.0,191.34765625
SUM transactions for user_id=1478,0.03936605595854034,33,2,1,1,1,3,38,0.0,191.34765625
SUM transactions for user_id=1478,0.03953686015449085,33,2,1,1,1,3,38,0.0,191.34765625
SUM transactions for user_id=1478,0.03652945256646182,33,2,1,1,1,3,38,0.0,191.34765625
SUM transactions (simulated missing index),0.09862765944511723,250188,1,1,1,0,2,42,0.0,191.34765625
SUM transactions (simulated missing index),0.1015748305510674,250188,1,1,1,0,2,42,0.0,191.34765625
SUM transactions (simulated missing index),0.09973252789807649,250188,1,1,1,0,2,42,0.0,191.34765625
SUM transactions for user_id=2393,0.026508812742743335,10,2,1,1,1,3,38,0.0,191.34765625
SUM transactions for user_id=2393,0.022526683824531178,10,2,1,1,1,3,38,0.0,191.34765625
SUM transactions for user_id=2393,0.02847197113144011,10,2,1,1,1,3,38,0.0,191.34765625
SUM transactions for user_id=5215,0.02546085810155466,30,2,1,1,1,3,38,0.0,191.3515625
SUM transactions for user_id=5215,0.025710547445993864,30,2,1,1,1,3,38,0.0,191.3515625
SUM transactions for user_id=5215,0.02503890152623168,30,2,1,1,1,3,38,0.0,191.3515625
SUM transactions (simulated missing index),0.14102022343323872,250188,1,1,1,0,2,42,0.0,191.3515625
SUM transactions (simulated missing index),0.11217242393032142,250188,1,1,1,0,2,42,0.0,191.3515625
SUM transactions (simulated missing index),0.1019552322488464,250188,1,1,1,0,2,42,0.0,191.3515625
SUM transactions for user_id=1937,0.025985434530804936,23,2,1,1,1,3,38,0.0,191.3515625
SUM transactions for user_id=1937,0.02890343589636481,23,2,1,1,1,3,38,0.0,191.3515625
SUM transactions for user_id=1937,0.025801388146910964,23,2,1,1,1,3,38,0.0,191.3515625
SUM transactions for user_id=2123,0.028812601484930405,26,2,1,1,1,3,38,0.0,191.3515625
SUM transactions for user_id=2123,0.02739718004728876,26,2,1,1,1,3,38,0.0,191.35546875
SUM transactions for user_id=2123,0.020878606588353495,26,2,1,1,1,3,38,0.0,191.35546875
SUM transactions for user_id=2936,0.021115716475808285,17,2,1,1,1,3,38,0.0,191.35546875
SUM transactions for user_id=2936,0.027461944581266953,17,2,1,1,1,3,38,0.0,191.35546875
SUM transactions for user_id=2936,0.029277810059706276,17,2,1,1,1,3,38,0.0,191.35546875
SUM transactions for user_id=1872,0.02878247482420506,41,2,1,1,1,3,38,0.0,191.35546875
SUM transactions for user_id=1872,0.024977752973487505,41,2,1,1,1,3,38,0.0,191.35546875
SUM transactions for user_id=1872,0.025978524005806768,41,2,1,1,1,3,38,0.0,191.35546875
SUM transactions for user_id=1521,0.031205270310519357,10,2,1,1,1,3,38,0.0,191.35546875
SUM transactions for user_id=1521,0.028836888675108273,10,2,1,1,1,3,38,0.0,191.359375
SUM transactions for user_id=1521,0.02507538357229473,10,2,1,1,1,3,38,0.0,191.36328125
SUM transactions for user_id=8555,0.02142839298466436,11,2,1,1,1,3,38,0.0,191.36328125
SUM transactions for user_id=8555,0.02599944948793532,11,2,1,1,1,3,38,0.0,191.36328125
SUM transactions for user_id=8555,0.02270624107446268,11,2,1,1,1,3,38,0.0,191.36328125
SUM transactions (simulated missing index),0.0927815068825432,250188,1,1,1,0,2,42,0.0,191.36328125
SUM transactions (simulated missing index),0.07804801829278722,250188,1,1,1,0,2,42,0.0,191.36328125
SUM transactions (simulated missing index),0.10287385542030064,250188,1,1,1,0,2,42,0.0,191.36328125
SUM transactions (simulated missing index),0.0858949378690442,250188,1,1,1,0,2,42,0.0,191.36328125
SUM transactions (simulated missing index),0.07263074569672538,250188,1,1,1,0,2,42,0.0,191.36328125
SUM transactions (simulated missing index),0.07769655475111313,250188,1,1,1,0,2,42,0.0,191.36328125
SUM transactions for user_id=9639,0.02043651878136842,51,2,1,1,1,3,38,0.0,191.3671875
SUM transactions for user_id=9639,0.02483802427910919,51,2,1,1,1,3,38,0.0,191.3671875
SUM transactions for user_id=9639,0.02179734577488431,51,2,1,1,1,3,38,0.0,191.3671875
SUM transactions (simulated missing index),0.10477528506325162,250188,1,1,1,0,2,42,0.0,191.3671875
SUM transactions (simulated missing index),0.1073645053070559,250188,1,1,1,0,2,42,0.0,191.3671875
SUM transactions (simulated missing index),0.08126308445848308,250188,1,1,1,0,2,42,0.0,191.3671875
SUM transactions for user_id=7352,0.029968644143531734,28,2,1,1,1,3,38,0.0,191.3671875
SUM transactions for user_id=7352,0.021680083566393085,28,2,1,1,1,3,38,0.0,191.3671875
SUM transactions for user_id=7352,0.02521977408093144,28,2,1,1,1,3,38,0.0,191.3671875
SUM transactions (simulated missing index),0.08052160373558787,250188,1,1,1,0,2,42,0.0,191.3671875
SUM transactions (simulated missing index),0.08968365248919179,250188,1,1,1,0,2,42,0.0,191.37109375
SUM transactions (simulated missing index),0.08058222852183766,250188,1,1,1,0,2,42,0.0,191.37109375
SUM transactions for user_id=6127,0.02118028445099523,23,2,1,1,1,3,38,0.0,191.37109375
SUM transactions for user_id=6127,0.022090723599987407,23,2,1,1,1,3,38,0.0,191.37109375
SUM transactions for user_id=6127,0.026653016611086756,23,2,1,1,1,3,38,0.0,191.37109375
SUM transactions for user_id=9623,0.031244866025267246,21,2,1,1,1,3,38,0.0,191.37109375
SUM transactions for user_id=9623,0.02594322915603009,21,2,1,1,1,3,38,0.0,191.37109375
SUM transactions for user_id=9623,0.026282067066140644,21,2,1,1,1,3,38,0.0,191.37109375
SUM transactions for user_id=8602,0.02561209382238865,21,2,1,1,1,3,38,0.0,191.37109375
SUM transactions for user_id=8602,0.028727606359976746,21,2,1,1,1,3,38,0.0,191.37109375
SUM transactions for user_id=8602,0.02642911484088345,21,2,1,1,1,3,38,0.0,191.375
SUM transactions (simulated missing index),0.09996243073734153,250188,1,1,1,0,2,42,0.0,191.37890625
SUM transactions (simulated missing index),0.11095748529911427,250188,1,1,1,0,2,42,0.0,191.37890625
SUM transactions (simulated missing index),0.13423498281373217,250188,1,1,1,0,2,42,0.0,191.37890625
SUM transactions for user_id=2964,0.02845950864713182,30,2,1,1,1,3,38,0.0,191.37890625
SUM transactions for user_id=2964,0.021838404333809205,30,2,1,1,1,3,38,0.0,191.37890625
SUM transactions for user_id=2964,0.02519223954320528,30,2,1,1,1,3,38,0.0,191.37890625
SUM transactions (simulated missing index),0.079873299846424,250188,1,1,1,0,2,42,0.0,191.37890625
SUM transactions (simulated missing index),0.08053565873587125,250188,1,1,1,0,2,42,0.0,191.37890625
SUM transactions (simulated missing index),0.0958182376087142,250188,1,1,1,0,2,42,0.0,191.37890625
SUM transactions (simulated missing index),0.09982564839439288,250188,1,1,1,0,2,42,0.0,191.3828125
SUM transactions (simulated missing index),0.09128253650153162,250188,1,1,1,0,2,42,100.0,191.3828125
SUM transactions (simulated missing index),0.08595005990657642,250188,1,1,1,0,2,42,0.0,191.3828125
SUM transactions (simulated missing index),0.08275457308955016,250188,1,1,1,0,2,42,0.0,191.3828125
SUM transactions (simulated missing index),0.07808964470812875,250188,1,1,1,0,2,42,0.0,191.3828125
SUM transactions (simulated missing index),0.09222070507952329,250188,1,1,1,0,2,42,0.0,191.3828125
SUM transactions for user_id=7543,0.026284452660728302,27,2,1,1,1,3,38,0.0,191.3828125
SUM transactions for user_id=7543,0.022628761442906917,27,2,1,1,1,3,38,0.0,191.3828125
SUM transactions for user_id=7543,0.021658853365046797,27,2,1,1,1,3,38,0.0,191.3828125
SUM transactions for user_id=2009,0.020976476012352953,12,2,1,1,1,3,38,0.0,191.3828125
SUM transactions for user_id=2009,0.027809041007018552,12,2,1,1,1,3,38,0.0,191.38671875
SUM transactions for user_id=2009,0.019931194898286254,12,2,1,1,1,3,38,0.0,191.38671875
SUM transactions for user_id=4867,0.026250617275400262,38,2,1,1,1,3,38,0.0,191.38671875
SUM transactions for user_id=4867,0.02049803656796057,38,2,1,1,1,3,38,0.0,191.38671875
SUM transactions for user_id=4867,0.021837907154868795,38,2,1,1,1,3,38,0.0,191.38671875
SUM transactions for user_id=6850,0.022660400981095324,11,2,1,1,1,3,38,0.0,191.38671875
SUM transactions for user_id=6850,0.022545579579488613,11,2,1,1,1,3,38,0.0,191.38671875
SUM transactions for user_id=6850,0.02082331866692854,11,2,1,1,1,3,38,0.0,191.38671875
SUM transactions for user_id=9928,0.02910897479227607,48,2,1,1,1,3,38,0.0,191.38671875
SUM transactions for user_id=9928,0.024324189262772015,48,2,1,1,1,3,38,0.0,191.38671875
SUM transactions for user_id=9928,0.021032986122843114,48,2,1,1,1,3,38,0.0,191.390625
SUM transactions for user_id=2436,0.03821322618466187,13,2,1,1,1,3,38,0.0,191.390625
SUM transactions for user_id=2436,0.04449225640948544,13,2,1,1,1,3,38,0.0,191.39453125
SUM transactions for user_id=2436,0.04548091260185775,13,2,1,1,1,3,38,0.0,191.39453125
SUM transactions for user_id=9796,0.022643287610272775,31,2,1,1,1,3,38,0.0,191.39453125
SUM transactions for user_id=9796,0.03036822483077531,31,2,1,1,1,3,38,0.0,191.39453125
SUM transactions for user_id=9796,0.02435688269810899,31,2,1,1,1,3,38,0.0,191.39453125
SUM transactions for user_id=5133,0.020088704526385958,11,2,1,1,1,3,38,0.0,191.39453125
SUM transactions for user_id=5133,0.0242261935840922,11,2,1,1,1,3,38,0.0,191.39453125
SUM transactions for user_id=5133,0.02516338233145269,11,2,1,1,1,3,38,0.0,191.39453125
SUM transactions (simulated missing index),0.09359462238775933,250188,1,1,1,0,2,42,0.0,191.3984375
SUM transactions (simulated missing index),0.09072237032752312,250188,1,1,1,0,2,42,0.0,191.3984375
SUM transactions (simulated missing index),0.10078673649107862,250188,1,1,1,0,2,42,0.0,191.3984375
SUM transactions for user_id=8237,0.024976936690460683,20,2,1,1,1,3,38,0.0,191.3984375
SUM transactions for user_id=8237,0.029743235762344916,20,2,1,1,1,3,38,0.0,191.3984375
SUM transactions for user_id=8237,0.02738731534295695,20,2,1,1,1,3,38,0.0,191.3984375
SUM transactions for user_id=2139,0.025426141101933405,20,2,1,1,1,3,38,0.0,191.3984375
SUM transactions for user_id=2139,0.025700222292817133,20,2,1,1,1,3,38,0.0,191.3984375
SUM transactions for user_id=2139,0.021691291662827697,20,2,1,1,1,3,38,0.0,191.3984375
SUM transactions for user_id=1561,0.020901576354141475,30,2,1,1,1,3,38,0.0,191.3984375
SUM transactions for user_id=1561,0.027007088638065904,30,2,1,1,1,3,38,0.0,191.40234375
SUM transactions for user_id=1561,0.029130381997290407,30,2,1,1,1,3,38,0.0,191.40234375
SUM transactions for user_id=7898,0.02031026728091267,46,2,1,1,1,3,38,0.0,191.40234375
SUM transactions for user_id=7898,0.024473241063986094,46,2,1,1,1,3,38,0.0,191.40234375
SUM transactions for user_id=7898,0.01948844985319059,46,2,1,1,1,3,38,0.0,191.40234375
SUM transactions (simulated missing index),0.08478122542345291,250188,1,1,1,0,2,42,0.0,191.40234375
SUM transactions (simulated missing index),0.08576943172135705,250188,1,1,1,0,2,42,0.0,191.40234375
SUM transactions (simulated missing index),0.07688042320418514,250188,1,1,1,0,2,42,0.0,191.40234375
SUM transactions for user_id=5935,0.027574660329956344,18,2,1,1,1,3,38,0.0,191.40234375
SUM transactions for user_id=5935,0.021961665254146515,18,2,1,1,1,3,38,0.0,191.40234375
SUM transactions for user_id=5935,0.02482940732948775,18,2,1,1,1,3,38,0.0,191.40625
SUM transactions for user_id=8185,0.02749931484629633,16,2,1,1,1,3,38,0.0,191.40625
SUM transactions for user_id=8185,0.022964583760555664,16,2,1,1,1,3,38,0.0,191.40625
SUM transactions for user_id=8185,0.022092629388609432,16,2,1,1,1,3,38,0.0,191.40625
SUM transactions for user_id=5605,0.02226505935709518,31,2,1,1,1,3,38,0.0,191.40625
SUM transactions for user_id=5605,0.021046907570237985,31,2,1,1,1,3,38,0.0,191.40625
SUM transactions for user_id=5605,0.02433923607145081,31,2,1,1,1,3,38,0.0,191.40625
SUM transactions (simulated missing index),0.08680438784857188,250188,1,1,1,0,2,42,0.0,191.41015625
SUM transactions (simulated missing index),0.09470955423014621,250188,1,1,1,0,2,42,0.0,191.41015625
SUM transactions (simulated missing index),0.07627945817746085,250188,1,1,1,0,2,42,0.0,191.41015625
SUM transactions for user_id=3537,0.02148186183471854,41,2,1,1,1,3,38,0.0,191.4140625
SUM transactions for user_id=3537,0.022252607909267516,41,2,1,1,1,3,38,0.0,191.4140625
SUM transactions for user_id=3537,0.02788707834920828,41,2,1,1,1,3,38,0.0,191.4140625
SUM transactions for user_id=7858,0.025500066480982856,29,2,1,1,1,3,38,0.0,191.4140625
SUM transactions for user_id=7858,0.021297201656307156,29,2,1,1,1,3,38,0.0,191.4140625
SUM transactions for user_id=7858,0.023219300902792558,29,2,1,1,1,3,38,0.0,191.4140625
SUM transactions (simulated missing index),0.0922916446082022,250188,1,1,1,0,2,42,0.0,191.4140625
SUM transactions (simulated missing index),0.09122934869990999,250188,1,1,1,0,2,42,0.0,191.4140625
SUM transactions (simulated missing index),0.09759450814877055,250188,1,1,1,0,2,42,0.0,191.4140625
SUM transactions (simulated missing index),0.0991428796917297,250188,1,1,1,0,2,42,0.0,191.4140625
SUM transactions (simulated missing index),0.09446518282491767,250188,1,1,1,0,2,42,0.0,191.41796875
SUM transactions (simulated missing index),0.08848916857671581,250188,1,1,1,0,2,42,0.0,191.41796875
SUM transactions for user_id=5478,0.021185050878722,5,2,1,1,1,3,38,0.0,191.41796875
SUM transactions for user_id=5478,0.02158809218950593,5,2,1,1,1,3,38,0.0,191.41796875
SUM transactions for user_id=5478,0.023337421793906216,5,2,1,1,1,3,38,0.0,191.41796875
SUM transactions for user_id=9982,0.04223037224155234,19,2,1,1,1,3,38,0.0,191.41796875
SUM transactions for user_id=9982,0.05007109757881481,19,2,1,1,1,3,38,0.0,191.41796875
SUM transactions for user_id=9982,0.04790283304680071,19,2,1,1,1,3,38,0.0,191.41796875
SUM transactions (simulated missing index),0.11698002544004546,250188,1,1,1,0,2,42,0.0,191.41796875
SUM transactions (simulated missing index),0.10060379213381174,250188,1,1,1,0,2,42,0.0,191.41796875
SUM transactions (simulated missing index),0.09103991951278405,250188,1,1,1,0,2,42,0.0,191.421875
SUM transactions for user_id=5686,0.022214979398844054,9,2,1,1,1,3,38,0.0,191.421875
SUM transactions for user_id=5686,0.028119864353591706,9,2,1,1,1,3,38,0.0,191.421875
SUM transactions for user_id=5686,0.029170808082963337,9,2,1,1,1,3,38,0.0,191.421875
SUM transactions for user_id=6251,0.03297250117970333,42,2,1,1,1,3,38,0.0,191.42578125
SUM transactions for user_id=6251,0.030071529063320102,42,2,1,1,1,3,38,0.0,191.42578125
SUM transactions for user_id=6251,0.03098600341784076,42,2,1,1,1,3,38,0.0,191.42578125
SUM transactions for user_id=7434,0.03041207765723077,12,2,1,1,1,3,38,0.0,191.42578125
SUM transactions for user_id=7434,0.02953843881034161,12,2,1,1,1,3,38,0.0,191.42578125
SUM transactions for user_id=7434,0.03826243811466893,12,2,1,1,1,3,38,0.0,191.42578125
SUM transactions for user_id=8630,0.02557584625231096,53,2,1,1,1,3,38,0.0,191.4296875
SUM transactions for user_id=8630,0.0256614946363174,53,2,1,1,1,3,38,0.0,191.4296875
SUM transactions for user_id=8630,0.025746826863392393,53,2,1,1,1,3,38,0.0,191.4296875
SUM transactions for user_id=2892,0.025027103168155564,13,2,1,1,1,3,38,0.0,191.4296875
SUM transactions for user_id=2892,0.021824932281491106,13,2,1,1,1,3,38,0.0,191.4296875
SUM transactions for user_id=2892,0.024655295924132802,13,2,1,1,1,3,38,0.0,191.4296875
SUM transactions for user_id=5005,0.0305679532207243,15,2,1,1,1,3,38,0.0,191.4296875
SUM transactions for user_id=5005,0.026926556057027252,15,2,1,1,1,3,38,0.0,191.4296875
SUM transactions for user_id=5005,0.0291059016282833,15,2,1,1,1,3,38,0.0,191.4296875
SUM transactions (simulated missing index),0.0842465546561211,250188,1,1,1,0,2,42,0.0,191.4296875
SUM transactions (simulated missing index),0.08881109204901215,250188,1,1,1,0,2,42,0.0,191.43359375
SUM transactions (simulated missing index),0.10413628321042613,250188,1,1,1,0,2,42,0.0,191.43359375
SUM transactions for user_id=7769,0.028086011414484267,14,2,1,1,1,3,38,0.0,191.43359375
SUM transactions for user_id=7769,0.03505212161974077,14,2,1,1,1,3,38,0.0,191.43359375
SUM transactions for user_id=7769,0.030108553686961324,14,2,1,1,1,3,38,0.0,191.43359375
SUM transactions for user_id=4799,0.027290207795584477,8,2,1,1,1,3,38,0.0,191.43359375
SUM transactions for user_id=4799,0.026637197352651337,8,2,1,1,1,3,38,0.0,191.43359375
SUM transactions for user_id=4799,0.026381748575627945,8,2,1,1,1,3,38,0.0,191.43359375
SUM transactions for user_id=6312,0.02651134687208844,47,2,1,1,1,3,38,0.0,191.43359375
SUM transactions for user_id=6312,0.02918976848320874,47,2,1,1,1,3,38,0.0,191.43359375
SUM transactions for user_id=6312,0.022573510385907214,47,2,1,1,1,3,38,0.0,191.4375
SUM transactions for user_id=4316,0.029701241477531126,18,2,1,1,1,3,38,0.0,191.4375
SUM transactions for user_id=4316,0.022242792167692007,18,2,1,1,1,3,38,0.0,191.4375
SUM transactions for user_id=4316,0.02342261578793661,18,2,1,1,1,3,38,0.0,191.4375
SUM transactions for user_id=7229,0.02852959252523603,25,2,1,1,1,3,38,0.0,191.4375
SUM transactions for user_id=7229,0.03179348643102195,25,2,1,1,1,3,38,0.0,191.4375
SUM transactions for user_id=7229,0.03783425420547717,25,2,1,1,1,3,38,0.0,191.4375
SUM transactions for user_id=9172,0.025463111487104985,44,2,1,1,1,3,38,0.0,191.4375
SUM transactions for user_id=9172,0.02846636468330856,44,2,1,1,1,3,38,0.0,191.4375
SUM transactions for user_id=9172,0.02980627341938132,44,2,1,1,1,3,38,0.0,191.4375
SUM transactions for user_id=8503,0.03000076991429618,19,2,1,1,1,3,38,0.0,191.4453125
SUM transactions for user_id=8503,0.02951911366305797,19,2,1,1,1,3,38,0.0,191.4453125
SUM transactions for user_id=8503,0.03065436112112813,19,2,1,1,1,3,38,0.0,191.4453125
SUM transactions for user_id=9212,0.033164468525234685,6,2,1,1,1,3,38,0.0,191.4453125
SUM transactions for user_id=9212,0.04285104766457206,6,2,1,1,1,3,38,0.0,191.4453125
SUM transactions for user_id=9212,0.04081302994968823,6,2,1,1,1,3,38,0.0,191.4453125
SUM transactions for user_id=6390,0.029051020237152315,12,2,1,1,1,3,38,0.0,191.4453125
SUM transactions for user_id=6390,0.026018602850576684,12,2,1,1,1,3,38,0.0,191.4453125
SUM transactions for user_id=6390,0.020711140107894793,12,2,1,1,1,3,38,0.0,191.4453125
SUM transactions for user_id=4200,0.029128749699556564,39,2,1,1,1,3,38,0.0,191.4453125
SUM transactions for user_id=4200,0.02567102666308875,39,2,1,1,1,3,38,0.0,191.44921875
SUM transactions for user_id=4200,0.023441259424499514,39,2,1,1,1,3,38,0.0,191.44921875
SUM transactions for user_id=5660,0.02228298181865606,35,2,1,1,1,3,38,0.0,191.44921875
SUM transactions for user_id=5660,0.027391439521551746,35,2,1,1,1,3,38,0.0,191.44921875
SUM transactions for user_id=5660,0.021330612907360515,35,2,1,1,1,3,38,0.0,191.44921875
SUM transactions for user_id=4606,0.019767453451620245,11,2,1,1,1,3,38,0.0,191.44921875
SUM transactions for user_id=4606,0.026857327170201676,11,2,1,1,1,3,38,0.0,191.44921875
SUM transactions for user_id=4606,0.022970749403201155,11,2,1,1,1,3,38,0.0,191.44921875
SUM transactions for user_id=6598,0.020829767264103804,11,2,1,1,1,3,38,0.0,191.44921875
SUM transactions for user_id=6598,0.026026267690742545,11,2,1,1,1,3,38,0.0,191.44921875
SUM transactions for user_id=6598,0.025524088805485096,11,2,1,1,1,3,38,0.0,191.453125
SUM transactions for user_id=5308,0.02105340895438475,27,2,1,1,1,3,38,0.0,191.453125
SUM transactions for user_id=5308,0.02523014007262774,27,2,1,1,1,3,38,0.0,191.453125
SUM transactions for user_id=5308,0.023947710515315933,27,2,1,1,1,3,38,0.0,191.453125
SUM transactions (simulated missing index),0.08677434049540153,250188,1,1,1,0,2,42,0.0,191.453125
SUM transactions (simulated missing index),0.07409564056980991,250188,1,1,1,0,2,42,0.0,191.453125
SUM transactions (simulated missing index),0.09040598688691268,250188,1,1,1,0,2,42,0.0,191.453125
SUM transactions (simulated missing index),0.09638796494287627,250188,1,1,1,0,2,42,0.0,191.453125
SUM transactions (simulated missing index),0.08856457800000271,250188,1,1,1,0,2,42,0.0,191.45703125
SUM transactions (simulated missing index),0.0920297889486012,250188,1,1,1,0,2,42,0.0,191.45703125
SUM transactions for user_id=690,0.024618320813967157,18,2,1,1,1,3,38,0.0,191.4609375
SUM transactions for user_id=690,0.029746403440361047,18,2,1,1,1,3,38,0.0,191.4609375
SUM transactions for user_id=690,0.020051671337921507,18,2,1,1,1,3,38,0.0,191.4609375
SUM transactions for user_id=2447,0.033690131351957656,8,2,1,1,1,3,38,0.0,191.4609375
SUM transactions for user_id=2447,0.03508760759969087,8,2,1,1,1,3,38,0.0,191.4609375
SUM transactions for user_id=2447,0.03565306478570431,8,2,1,1,1,3,38,0.0,191.4609375
SUM transactions for user_id=899,0.026190719756094136,41,2,1,1,1,3,38,0.0,191.4609375
SUM transactions for user_id=899,0.02285950758319829,41,2,1,1,1,3,38,0.0,191.4609375
SUM transactions for user_id=899,0.020670761893115355,41,2,1,1,1,3,38,0.0,191.4609375
SUM transactions for user_id=6701,0.0242557181788929,9,2,1,1,1,3,38,0.0,191.4609375
SUM transactions for user_id=6701,0.02659294818379307,9,2,1,1,1,3,38,0.0,191.46484375
SUM transactions for user_id=6701,0.027076295430822808,9,2,1,1,1,3,38,0.0,191.46484375
SUM transactions for user_id=2366,0.03862359636708431,36,2,1,1,1,3,38,0.0,191.46484375
SUM transactions for user_id=2366,0.03698602192517322,36,2,1,1,1,3,38,0.0,191.46484375
SUM transactions for user_id=2366,0.03222876082069221,36,2,1,1,1,3,38,0.0,191.46484375
SUM transactions for user_id=3067,0.0401810746301012,11,2,1,1,1,3,38,0.0,191.46484375
SUM transactions for user_id=3067,0.04179871118457222,11,2,1,1,1,3,38,0.0,191.46484375
SUM transactions for user_id=3067,0.03081959481928895,11,2,1,1,1,3,38,0.0,191.46484375
SUM transactions for user_id=7289,0.022976966507333788,6,2,1,1,1,3,38,0.0,191.46484375
SUM transactions for user_id=7289,0.024966740246141688,6,2,1,1,1,3,38,0.0,191.46484375
SUM transactions for user_id=7289,0.02706952167861083,6,2,1,1,1,3,38,0.0,191.46875
SUM transactions for user_id=8754,0.022684680003549593,32,2,1,1,1,3,38,0.0,191.46875
SUM transactions for user_id=8754,0.024960400488576413,32,2,1,1,1,3,38,0.0,191.46875
SUM transactions for user_id=8754,0.027474504430914204,32,2,1,1,1,3,38,0.0,191.46875
SUM transactions (simulated missing index),0.08807794132060105,250188,1,1,1,0,2,42,0.0,191.46875
SUM transactions (simulated missing index),0.08606080454421264,250188,1,1,1,0,2,42,0.0,191.46875
SUM transactions (simulated missing index),0.09237186165018452,250188,1,1,1,0,2,42,0.0,191.46875
SUM transactions for user_id=1577,0.027323586894352686,16,2,1,1,1,3,38,0.0,191.46875
SUM transactions for user_id=1577,0.026010547767062478,16,2,1,1,1,3,38,0.0,191.46875
SUM transactions for user_id=1577,0.02474654742351126,16,2,1,1,1,3,38,0.0,191.46875
SUM transactions for user_id=1130,0.023010465021239896,34,2,1,1,1,3,38,0.0,191.47265625
SUM transactions for user_id=1130,0.021220467413787292,34,2,1,1,1,3,38,0.0,191.47265625
SUM transactions for user_id=1130,0.02339075608004322,34,2,1,1,1,3,38,0.0,191.47265625
SUM transactions for user_id=577,0.02105757918942027,7,2,1,1,1,3,38,0.0,191.4765625
SUM transactions for user_id=577,0.024603136534685974,7,2,1,1,1,3,38,0.0,191.4765625
SUM transactions for user_id=577,0.02167202126941699,7,2,1,1,1,3,38,0.0,191.4765625
SUM transactions for user_id=7376,0.024362878490024355,25,2,1,1,1,3,38,0.0,191.4765625
SUM transactions for user_id=7376,0.030722125038222955,25,2,1,1,1,3,38,0.0,191.4765625
SUM transactions for user_id=7376,0.028145489937077037,25,2,1,1,1,3,38,0.0,191.4765625
SUM transactions for user_id=760,0.027670869487480595,29,2,1,1,1,3,38,0.0,191.4765625
SUM transactions for user_id=760,0.028616446142992507,29,2,1,1,1,3,38,0.0,191.48046875
SUM transactions for user_id=760,0.033903073520990624,29,2,1,1,1,3,38,0.0,191.48046875
SUM transactions for user_id=8543,0.019441646255631103,21,2,1,1,1,3,38,0.0,191.48046875
SUM transactions for user_id=8543,0.01976883791310878,21,2,1,1,1,3,38,0.0,191.48046875
SUM transactions for user_id=8543,0.026400418954211063,21,2,1,1,1,3,38,0.0,191.48046875
SUM transactions for user_id=8313,0.030262211458500714,23,2,1,1,1,3,38,0.0,191.48046875
SUM transactions for user_id=8313,0.029301678330710856,23,2,1,1,1,3,38,0.0,191.48046875
SUM transactions for user_id=8313,0.031169964202721976,23,2,1,1,1,3,38,0.0,191.48046875
SUM transactions for user_id=5711,0.028672911651934103,19,2,1,1,1,3,38,0.0,191.48046875
SUM transactions for user_id=5711,0.024988610865371932,19,2,1,1,1,3,38,0.0,191.48046875
SUM transactions for user_id=5711,0.027338648205372528,19,2,1,1,1,3,38,0.0,191.484375
SUM transactions (simulated missing index),0.07728587822370346,250188,1,1,1,0,2,42,0.0,191.484375
SUM transactions (simulated missing index),0.10616415744500471,250188,1,1,1,0,2,42,0.0,191.484375
